Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Price / International,Compare At Price /International,Status
[laneige]-neo-foundation-glow-(3-colors),[Laneige] Neo Foundation Glow (3 colors),"""<p>Description-Silky fine particles are thinly and closely adhered to provide coverage that lasts for 48 hours and a subtle glow foundation1. Natural radiant skin that is moisturized all day with excellent skin care2. Beautiful natural light cover like clouds and sunlight on a sunny day3. Urban proof cover that protects against city harmful ingredients and skin stressSuggested Use1. Shake well before use.2. After basic use, use after sunscreen or makeup base step.3. Take an appropriate amount and spread it thinly along the skin texture, then pat it with your fingers to finish.4. When used with tools such as a brush, sponge puff, or air puff, a higher adhesion cover is possible.<img src='https://www.laneige.com/kr/ko/assets/pdp/makeup/201911/20210706_final_NEO-FOUNDATION-GLOW_pdp_mood-cut-3.jpg'><img src='https://www.laneige.com/kr/ko/assets/pdp/makeup/201911/20210706_final_NEO-FOUNDATION-GLOW_pdp_mood-cut-2.jpg'><img src='https://www.laneige.com/kr/ko/assets/pdp/makeup/201911/20210706_final_NEO-FOUNDATION-GLOW_pdp_01.png'></p>""",,,,,False,Title,13N1,,,,,,0,shopify,0,deny,manual,35.00,,,,,https://d3i908zd4kzakt.cloudfront.net/data/item/1641518599/thumb-6riA66Gc7Jqw7YyM642w_405x405.jpg,,,False,,,,,,,,,,,,,,,,,,,,,,active
[laneige]-neo-foundation-glow-(3-colors),[Laneige] Neo Foundation Glow (3 colors),,,,,,False,Title,23N1,,,,,,0,shopify,0,deny,manual,35.00,,,,,,,,False,,,,,,,,,,,,,,,,,,,,,,active
[laneige]-3-step-essential-for-combination-to-oily-skin,[Laneige] 3 Step Essential for Combination to Oily Skin,"""<p>DescriptionWater Bank Blue Hyaluronic Cream for Combination to Oily skinThis refreshing gel-type formula replenishes the skin with moisture without feeling sticky and the Melting Cream Beads gently melt upon touching the skin to build a light moisturizing layer to keep skin moist.Water Bank Blue Hyaluronic SerumA juicy serum with Blue Hyaluronic Acid that intensely hydrates for a smooth, supple complexion.Hypoallergenic, dermatologist-tested, & suitable for sensitive skin!Water Bank Blue Hyaluronic Eye CreamA silky-soft Blue Hyaluronic Acid eye cream that visibly brightensand improves the look of puffiness under the eyes! Dermatologist and ophthalmologist tested.Water Bank Blue Hyaluronic Cream for Combination to Oily skin 10mlWater Bank Blue Hyaluronic Serum 10mlWater Bank Blue Hyaluronic Eye Cream 3ml <img src='https://d3i908zd4kzakt.cloudfront.net/data/editor/2307/be4ab10a8b448b81b3df6d0824c0b085_1690165643_3234.jpg'></p>""",,,,,False,Title,Null,,,,,,0,shopify,0,deny,manual,6.50,,,,,https://d3i908zd4kzakt.cloudfront.net/data/item/1690165529/thumb-LS06BSET3o_405x405.jpg,,,False,,,,,,,,,,,,,,,,,,,,,,active
[laneige]-3-step-essential-for-normal-to-dry-skin,[Laneige] 3 Step Essential for Normal to Dry Skin,"""<p>DescriptionTry to get moisturizing effect of Blue Hyaluronic Acid, 1/2000 of the original size by Laneige Water Bank Blue Hyaluronic Line.#hyaluronic #moisturizingLaneige Water Bank Blue Hyaluronic Cream for Normal to Dry Skin 10 mL Laneige Water Bank Blue Hyaluronic Serum 10 mL Laneige Water Bank Blue Hyaluronic Eye Cream 3 mL  <img src='https://d3i908zd4kzakt.cloudfront.net/data/editor/2307/be4ab10a8b448b81b3df6d0824c0b085_1690165513_4288.jpg'></p>""",,,,,False,Title,Null,,,,,,0,shopify,0,deny,manual,6.50,,,,,https://d3i908zd4kzakt.cloudfront.net/data/item/1690165296/thumb-KakaoTalk_20230704_154948075_03_405x405.jpg,,,False,,,,,,,,,,,,,,,,,,,,,,active
[laneige]-perfect-renew-3x-serum-40ml,[Laneige] Perfect Renew 3X Serum 40ml,"""<p>DescriptionThis product features 3 powerful anti-ageing serums in one bottle. The serums are separated into 3 chambers to maximise the stability of the ingredients. The yellow serum consists of Micro Retinol capsules, which help to visibly address wrinkles. The white serum consists of 21.5% of Collagen Peptide complex, which targets to improve skin firmness. Lastly, the brown serum consists of a Super Low Molecular weight of RE.D flavonoids, which boost skin radiance.How To UseUse after applying toner.Take an adequate amount then gently apply along the skin texture from the inner side outwards until it is absorbed.Key IngredientsAloe Vera, Propolis  <img src='https://www.laneige.com/kr/ko/skincare/__icsFiles/afieldfile/2022/12/14/221207_final_PERFECT-RENEW-3X-SIGNATURE-SERUM_pdp_thumbnail_03_pc_1.jpg'></p>""",,,,,False,Title,Null,,,,,,0,shopify,0,deny,manual,68.00,,,,,https://d3i908zd4kzakt.cloudfront.net/data/item/1689831314/thumb-65s64K07KO8_405x405.jpg,,,False,,,,,,,,,,,,,,,,,,,,,,active
[laneige]-perfect-renew-3x-cream-50ml,[Laneige] Perfect Renew 3X Cream 50ml,"""<p>Description- Anti-aging and firming cream with a buttery-rich formula containing 3X™ , a key ingredient that envelops skin to help visibly firm and give a healthy glow appearance.- 3X™ the core anti-aging ingredients that instantly reveals a healthy firming glow appearance. Retinol-Reduces wrinkle appearance, Peptide-Strengthens skin firmness, RE.D Flavonoid-Boosts inner skin radiance. Sub ingredients-Ceramide, Madecassoside.- Multi-layered Melting Formula™ : A buttery-rich formula that penetrates every layer of skin from the surface, designed to have different melting points depending on the skin temperature.- Fast-Working Effect : #60-second radiance cream. Instant radiance and firming glow that feels like a protective layer. Powerful anti-aging and firming cream, but with a hypoallergenic formula.How To Use1. Daily Care : Using a spatula, take an adequate amount then gently apply.2. Special Care : Using a spatula, take an adequate amount and put it on the palm of your hand. Melt cream with the warmth of your hands then gently press your palms against your cheeks, forehead and chin to help the skin absorb the product. Pat the skin with the remaining amount on the palms.  <img src='https://images-kr.amoremall.com/fileupload/products/111970001449/detail/2022/12/23/%ED%8D%BC%ED%8E%99%ED%8A%B8%EB%A6%AC%EB%89%B4%ED%81%AC%EB%A6%BC_01.gif'><img src='https://images-kr.amoremall.com/fileupload/products/111970001449/detail/2022/12/23/%ED%8D%BC%ED%8E%99%ED%8A%B8%EB%A6%AC%EB%89%B4%ED%81%AC%EB%A6%BC_02.jpg'><img src='https://images-kr.amoremall.com/fileupload/products/111970001449/detail/2022/12/23/%ED%8D%BC%ED%8E%99%ED%8A%B8%EB%A6%AC%EB%89%B4%ED%81%AC%EB%A6%BC_03.gif'><img src='https://images-kr.amoremall.com/fileupload/products/111970001449/detail/2022/12/23/%ED%8D%BC%ED%8E%99%ED%8A%B8%EB%A6%AC%EB%89%B4%ED%81%AC%EB%A6%BC_04.jpg'><img src='https://images-kr.amoremall.com/fileupload/products/111970001449/detail/2022/12/23/%ED%8D%BC%ED%8E%99%ED%8A%B8%EB%A6%AC%EB%89%B4%ED%81%AC%EB%A6%BC_06.jpg'><img src='https://images-kr.amoremall.com/fileupload/products/111970001449/detail/2022/12/23/%ED%8D%BC%ED%8E%99%ED%8A%B8%EB%A6%AC%EB%89%B4%ED%81%AC%EB%A6%BC_07.gif'><img src='https://images-kr.amoremall.com/fileupload/products/111970001449/detail/2022/12/23/%ED%8D%BC%ED%8E%99%ED%8A%B8%EB%A6%AC%EB%89%B4%ED%81%AC%EB%A6%BC_08.jpg'><img src='https://images-kr.amoremall.com/fileupload/products/111970001449/detail/2022/12/23/%ED%8D%BC%ED%8E%99%ED%8A%B8%EB%A6%AC%EB%89%B4%ED%81%AC%EB%A6%BC_09.gif'><img src='https://images-kr.amoremall.com/fileupload/products/111970001449/detail/2022/12/23/%ED%8D%BC%ED%8E%99%ED%8A%B8%EB%A6%AC%EB%89%B4%ED%81%AC%EB%A6%BC_10.jpg'><img src='https://images-kr.amoremall.com/fileupload/products/111970001449/detail/2022/12/23/%ED%8D%BC%ED%8E%99%ED%8A%B8%EB%A6%AC%EB%89%B4%ED%81%AC%EB%A6%BC_11_re.gif'><img src='https://images-kr.amoremall.com/fileupload/products/111970001449/detail/2022/12/23/%ED%8D%BC%ED%8E%99%ED%8A%B8%EB%A6%AC%EB%89%B4%ED%81%AC%EB%A6%BC_12.jpg'><img src='https://images-kr.amoremall.com/fileupload/products/111970001449/detail/2022/12/23/%ED%8D%BC%ED%8E%99%ED%8A%B8%EB%A6%AC%EB%89%B4%ED%81%AC%EB%A6%BC_13_re.gif'><img src='https://images-kr.amoremall.com/fileupload/products/111970001449/detail/2022/12/23/%ED%8D%BC%ED%8E%99%ED%8A%B8%EB%A6%AC%EB%89%B4%ED%81%AC%EB%A6%BC_14.jpg'><img src='https://images-kr.amoremall.com/fileupload/products/111970001449/detail/2022/12/23/%ED%8D%BC%ED%8E%99%ED%8A%B8%EB%A6%AC%EB%89%B4%ED%81%AC%EB%A6%BC_15_re.gif'><img src='https://images-kr.amoremall.com/fileupload/products/111970001449/detail/2022/12/23/%ED%8D%BC%ED%8E%99%ED%8A%B8%EB%A6%AC%EB%89%B4%ED%81%AC%EB%A6%BC_16.jpg'><img src='https://images-kr.amoremall.com/fileupload/products/111970001449/detail/2022/12/23/%ED%8D%BC%ED%8E%99%ED%8A%B8%EB%A6%AC%EB%89%B4%ED%81%AC%EB%A6%BC_17.gif'><img src='https://images-kr.amoremall.com/fileupload/products/111970001449/detail/2023/04/19/%ED%8D%BC%ED%8E%99%ED%8A%B8%EB%A6%AC%EB%89%B4%ED%81%AC%EB%A6%BC_18_v2.jpg'></p>""",,,,,False,Title,Null,,,,,,0,shopify,0,deny,manual,60.00,,,,,https://d3i908zd4kzakt.cloudfront.net/data/item/1687245041/thumb-44WH_405x405.jpg,,,False,,,,,,,,,,,,,,,,,,,,,,active
[laneige]-water-bank-blue-hyaluronic-emulsion-for-combination-to-oily-skin-120ml,[Laneige] Water Bank Blue Hyaluronic Emulsion for Combination to Oily skin 120ml,"""<p>Description- Intensive hydrating emulsion with a light and soft texture that reduces flakiness and helps manage the oil-moisture balance of the skin.- Blue Hyaluronic Acid, 1/2000 of the original size : 300% stronger repair and moisturizing effect of super low molecular weight hyaluronic acid with the size of 0.5kDa, 1/2000 of the original size.- Skin soothing and hydrating care : Lactobacillus/soybean ferment extract and yeast extract soothe and thereby soften skin weakened by external irritation.- Boosting lifeless skin with a smooth radiance : The formula, which is suited for oily/combination skin, reduces flakiness, and adjusts the oil-moisture balance to smooth the skin texture without any shine.How To UseApply this product after toner.Take an adequate amount and lightly pat the product to help the skin absorb the product.Key IngredientsWATER / AQUA / EAU, BUTYLENE GLYCOL, METHYL TRIMETHICONE, CETYL ETHYLHEXANOATE, POLYGLYCERYL-3 DISTEARATE, GLYCERYL STEARATE CITRATE, CETEARYL ALCOHOL, PCA DIMETHICONE, 1,2-HEXANEDIOL, SILICA, HYDROGENATED POLY(C6-14 OLEFIN), NIACINAMIDE, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, CARBOMER, TROMETHAMINE, GLYCERYL CAPRYLATE, FRAGRANCE / PARFUM, ETHYLHEXYLGLYCERIN, DISODIUM EDTA, MENTHA ARVENSIS LEAF EXTRACT, HYDROLYZED HYALURONIC ACID, PROPANEDIOL, SORBITAN ISOSTEARATE, AUREOBASIDIUM PULLULANS FERMENT, GLUCONOLACTONE, LACTOBACILLUS/SOYBEAN FERMENT EXTRACT, YEAST FERMENT EXTRACT, TOCOPHEROL, UNDARIA PINNATIFIDA EXTRACT  <img src='https://d3i908zd4kzakt.cloudfront.net/data/editor/2306/3dd833c4aab7b3069fe917729c46652a_1686729155_1311.jpg'><img src='https://d3i908zd4kzakt.cloudfront.net/data/editor/2306/3dd833c4aab7b3069fe917729c46652a_1686729159_2297.jpg'></p>""",,,,,False,Title,Null,,,,,,0,shopify,0,deny,manual,30.00,,,,,https://d3i908zd4kzakt.cloudfront.net/data/item/1686727842/thumb-7KCc66qp7JeG7J2M4_405x405.jpg,,,False,,,,,,,,,,,,,,,,,,,,,,active
[laneige]-perfect-renew-3x-skin-refiner-150ml,[Laneige] Perfect Renew 3X Skin Refiner 150ml,"""<p>Description# 1st step Anti-Aging Toner # Activating Skin RefinerA first-step anti-aging toner reinvigorate skin withered by external environment, and hydrates the skin to tame down rough skin texture for the following skincare stepsKey IngredientsWATER / AQUA / EAU, BUTYLENE GLYCOL, GLYCERIN, BETAINE, 1,2-HEXANEDIOL, GLYCERYL POLYMETHACRYLATE, ETHYLHEXYL PALMITATE, PPG-13-DECYLTETRADECETH-24, PROPANEDIOL, HYDROGENATED LECITHIN, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, TROMETHAMINE, PENTYLENE GLYCOL, FRAGRANCE / PARFUM, ETHYLHEXYLGLYCERIN, ADENOSINE, ALLANTOIN, DISODIUM EDTA, ECTOIN, SODIUM METHYL STEAROYL TAURATE, SODIUM HYALURONATE, TAURINE, CAPRYLYL GLYCOL, DEXTRIN, THEOBROMA CACAO (COCOA) EXTRACT, BIOFLAVONOIDS, GLYCINE SOJA (SOYBEAN) OIL, RETINOL, TOCOPHEROL, BHT, ACETYL TETRAPEPTIDE-2   <img src='https://d3i908zd4kzakt.cloudfront.net/data/editor/2306/a90429e1b80d9d913ff68ea50f7fce13_1686551272_4896.png'><img src='https://d3i908zd4kzakt.cloudfront.net/data/editor/2306/a90429e1b80d9d913ff68ea50f7fce13_1686551239_9253.png'><img src='https://d3i908zd4kzakt.cloudfront.net/data/editor/2306/a90429e1b80d9d913ff68ea50f7fce13_1686551300_0635.png'></p>""",,,,,False,Title,Null,,,,,,0,shopify,0,deny,manual,44.00,,,,,https://d3i908zd4kzakt.cloudfront.net/data/item/1686550913/thumb-44WH44WH44WH._405x405.png,,,False,,,,,,,,,,,,,,,,,,,,,,active
[laneige]-perfect-renew-3x-emulsion-130ml,[Laneige] Perfect Renew 3X Emulsion 130ml,"""<p>Description# Anti-Aging Emulsion # Nourishing Skin EmulsionAnti-aging emulsion that helps maintain a healthy base by revitalizing the skin appearance with nourishment while boosting suppleness and glow.Key IngredientsWATER / AQUA / EAU, BUTYLENE GLYCOL, GLYCERIN, DIMETHICONE, HYDROGENATED POLY(C6-14 OLEFIN), CETYL ETHYLHEXANOATE, BETAINE, 1,2-HEXANEDIOL, GLYCERYL STEARATE CITRATE, SQUALANE, CETEARYL ALCOHOL, GLYCERYL STEARATE, HYDROXYETHYL ACRYLATE/SODIUM ACRYLOYLDIMETHYL TAURATE COPOLYMER, CARBOMER, SODIUM POLYACRYLATE, FRAGRANCE / PARFUM, GLYCERYL CAPRYLATE, HYDROGENATED POLYDECENE, TROMETHAMINE, DISODIUM EDTA, ETHYLHEXYLGLYCERIN, ADENOSINE, DEXTRIN, THEOBROMA CACAO (COCOA) EXTRACT, SORBITAN ISOSTEARATE, POLYSORBATE 60, PPG-5-LAURETH-5, CAPRYLYL GLYCOL, PROPANEDIOL, BIOFLAVONOIDS, GLYCINE SOJA (SOYBEAN) OIL, RETINOL, TOCOPHEROL, BHT, ACETYL TETRAPEPTIDE-2    <img src='https://d3i908zd4kzakt.cloudfront.net/data/editor/2306/a90429e1b80d9d913ff68ea50f7fce13_1686550190_2095.png'><img src='https://d3i908zd4kzakt.cloudfront.net/data/editor/2306/a90429e1b80d9d913ff68ea50f7fce13_1686550636_8341.png'><img src='https://d3i908zd4kzakt.cloudfront.net/data/editor/2306/a90429e1b80d9d913ff68ea50f7fce13_1686550331_9497.png'></p>""",,,,,False,Title,Null,,,,,,0,shopify,0,deny,manual,43.20,,,,,https://d3i908zd4kzakt.cloudfront.net/data/item/1686549913/thumb-44WH44WH44WH._405x405.png,,,False,,,,,,,,,,,,,,,,,,,,,,active
[laneige]-radian-c-double-active-brightening-essence,[Laneige] Radian C Double Active Brightening Essence,"""<p>DescriptionA whitening essence that relieves fatigue and fatigue- Vitamin essence and collagen essence in one bottle- It's effective for brightening and blemishes- Pass sensitive skin irritation testHow To Use1. (On first use) Hold the middle of the container and rotate it clockwise, hold the bottom of the container and rotate it counterclockwise until it makes a sound2. If you turn it properly, the LANEIGE logo on the back of the container will come under the product name3. Shake lightly and mix, then use  <img src='https://images-kr.amoremall.com/fileupload/products/111970001326/detail/2023/03/23/[KR]RadianC_Essence_PDP_O_01.jpg'><img src='https://images-kr.amoremall.com/fileupload/products/111970001326/detail/2023/03/23/[KR]RadianC_Essence_PDP_O_01.jpg'><img src='https://images-kr.amoremall.com/fileupload/products/111970001326/detail/2023/03/23/[KR]RadianC_Essence_PDP_O_03.jpg'><img src='https://images-kr.amoremall.com/fileupload/products/111970001326/detail/2023/03/23/[KR]RadianC_Essence_PDP_O_04.gif'></p>""",,,,,False,Title,Null,,,,,,0,shopify,0,deny,manual,58.00,,,,,https://d3i908zd4kzakt.cloudfront.net/data/item/1682064251/thumb-44WM44WK_405x405.jpg,,,False,,,,,,,,,,,,,,,,,,,,,,active
[laneige]-water-bank-blue-hyaluronic-serum-50ml,[Laneige] Water Bank Blue Hyaluronic Serum 50ml,"""<p>DescriptionA juicy serum with Blue Hyaluronic Acid that intensely hydrates for a smooth, supple complexion. Hypoallergenic, dermatologist-tested, & suitable for sensitive skin!A one-stop-shop for an extra-dewy, baby-soft complexion Suggested UseApply serum evenly to face.  </p>""",,,,,False,Title,Null,,,,,,0,shopify,0,deny,manual,44.00,,,,,https://d3i908zd4kzakt.cloudfront.net/data/item/1676971895/thumb-7KCc66qp7JeG7J2M1_405x405.jpg,,,False,,,,,,,,,,,,,,,,,,,,,,active
[laneige]-*mini*-water-bank-blue-hyaluronic-serum-25ml,[Laneige] *mini* Water Bank Blue Hyaluronic Serum 25ml,"""<p>DescriptionA juicy serum with Blue Hyaluronic Acid that intensely hydrates for a smooth, supple complexion. Hypoallergenic, dermatologist-tested, & suitable for sensitive skin!A one-stop-shop for an extra-dewy, baby-soft complexion Suggested UseApply serum evenly to face.  </p>""",,,,,False,Title,Null,,,,,,0,shopify,0,deny,manual,13.50,,,,,https://d3i908zd4kzakt.cloudfront.net/data/item/1676971611/thumb-7KCc66qp7JeG7J2M1_405x405.jpg,,,False,,,,,,,,,,,,,,,,,,,,,,active
[laneige]-*timedeal*--cream-skin-refiner-170ml,[Laneige] *TIMEDEAL*  Cream Skin Refiner 170ml,"""<p>DescriptionMoisturizing skin + cream that melts Sera Peptide cream with toner to complete moist and solid glossy skin- Moisturizing + Elasticity + Barrier Care- Cream + Skin texture- Contains cerapeptide components- Allergy Test Completed- Skin irritation test completed- Sensitive skin irritation test completed How To Use- before dryingIn the morning and evening, take an appropriate amount of the contents of the skin and pat it on the inside of the skin to absorb it  <img src='https://images-kr.amoremall.com/fileupload/products/111970001442/detail/2022/12/27/creamskin_01.jpg'><img src='https://images-kr.amoremall.com/fileupload/products/111970001442/detail/2022/12/27/creamskin_03.jpg'><img src='https://images-kr.amoremall.com/fileupload/products/111970001442/detail/2022/12/27/creamskin_03.jpg'></p>""",,,,,False,Title,Null,,,,,,0,shopify,0,deny,manual,Days,,,,,https://d3i908zd4kzakt.cloudfront.net/data/item/1674805471/thumb-s_405x405.jpg,,,False,,,,,,,,,,,,,,,,,,,,,,active
[laneige]-*mini*-cream-skin-refiner-50ml,[Laneige] *mini* Cream Skin Refiner 50ml,"""<p>DescriptionMoisturizing skin + cream that melts Sera Peptide cream with toner to complete moist and solid glossy skin- Moisturizing + Elasticity + Barrier Care- Cream + Skin texture- Contains cerapeptide components- Allergy Test Completed- Skin irritation test completed- Sensitive skin irritation test completed How To Use- before dryingIn the morning and evening, take an appropriate amount of the contents of the skin and pat it on the inside of the skin to absorb it  </p>""",,,,,False,Title,Null,,,,,,0,shopify,0,deny,manual,7.00,,,,,https://d3i908zd4kzakt.cloudfront.net/data/item/1678179733/thumb-KakaoTalk_20230228_164811364_02_405x405.jpg,,,False,,,,,,,,,,,,,,,,,,,,,,active
[laneige]-*refill*-cream-skin-refiner-170ml,[Laneige] *Refill* Cream Skin Refiner 170ml,"""<p>DescriptionMoisturizing skin + cream that melts Sera Peptide cream with toner to complete moist and solid glossy skin- Moisturizing + Elasticity + Barrier Care- Cream + Skin texture- Contains cerapeptide components- Allergy Test Completed- Skin irritation test completed- Sensitive skin irritation test completed  <img src='https://d3i908zd4kzakt.cloudfront.net/data/editor/2307/be4ab10a8b448b81b3df6d0824c0b085_1690163157_9121.jpg'></p>""",,,,,False,Title,Null,,,,,,0,shopify,0,deny,manual,23.90,,,,,https://d3i908zd4kzakt.cloudfront.net/data/item/1690162984/thumb-652864Sk7KaI66as7ZWE_405x405.jpg,,,False,,,,,,,,,,,,,,,,,,,,,,active
[laneige]-water-bank-blue-hyaluronic-essence-toner-for-normal-to-dry-skin,[Laneige] Water Bank Blue Hyaluronic Essence Toner For Normal To Dry Skin,"""<p>DescriptionThis puts essence and toner in a bottle to easily recharge moisture in the skin and improve it giving it a soft skin texture.Intensive moisturizing essence toner with 81.1% Beta Pro-nol Complex™ formula that deeply replenishes moisture and retexturizes the skin just like using an additional essence. Feels like layering a toner and an essence! Moist-type essence toner. The skin changes that normal/dry skin users felt after using the essence toner and emulsion together for 8 days.  How To UseUse at the step of toner in the morning and at night. Soak a cotton pad with an appropriate amount.Gently wipe skin in the direction of skin texture, starting from the inside of the face and working outward. Key IngredientsWATER / AQUA / EAU, BUTYLENE GLYCOL, GLYCERIN, GLYCERETH-26, DIPROPYLENE GLYCOL, 1,2-HEXANEDIOL, PANTHENOL, POLYQUATERNIUM-51, PROPANEDIOL, PPG-13-DECYLTETRADECETH-24, ACRYLATES/C10-30 ALKYL ACRYLATE CROSSPOLYMER, ETHYLHEXYLGLYCERIN, TROMETHAMINE, CELLULOSE GUM, DISODIUM EDTA, HYDROLYZED HYALURONIC ACID, FRAGRANCE / PARFUM, BETA-GLUCAN, SODIUM HYALURONATE, LACTOBACILLUS FERMENT LYSATE, TOCOPHEROL, UNDARIA PINNATIFIDA EXTRACT   <img src='https://d3i908zd4kzakt.cloudfront.net/data/editor/2212/cfdbeceac3e90b550f691a47edbe8da6_1672298148_3937.jpg'></p>""",,,,,False,Title,Null,,,,,,0,shopify,0,deny,manual,31.00,,,,,https://d3i908zd4kzakt.cloudfront.net/data/item/1672297472/thumb-7JuM7YSw7Yag64SI0_405x405.jpg,,,False,,,,,,,,,,,,,,,,,,,,,,active
[laneige]-water-bank-blue-hyaluronic-emulsion-for-normal-to-dry-skin,[Laneige] Water Bank Blue Hyaluronic Emulsion For Normal To Dry Skin,"""<p>DescriptionBlue hyaluronic acid is absorbed deeply into the skin, adding thick moisture, while Panthenol and probiotics help to create a healthy skin barrier. An intensive moisturizing emulsion with ultra small Blue Hyaluronic Acid that is 1/2000* the original size, repairs the damaged skin barrier and builds a dense moisturizing layer deep inside the skin for added dewiness and radiance. Moist emulsion with a rich, nourishing and moisturizing effect. The skin changes that normal/dry skin users felt after using the essence toner and emulsion together for 8 days.  How To UseGently apply desired amount from the center of the face morning and evening, outward after toner. Key IngredientsWATER / AQUA / EAU, BUTYLENE GLYCOL, HYDROGENATED POLY(C6-14 OLEFIN), CETYL ETHYLHEXANOATE, BIS-HYDROXYETHOXYPROPYL DIMETHICONE, CAPRYLIC/CAPRIC TRIGLYCERIDE, GLYCERIN, SUCROSE STEARATE, 1,2-HEXANEDIOL, DIISOSTEARYL MALATE, BUTYROSPERMUM PARKII (SHEA) BUTTER, GLYCERYL STEARATE, CETEARYL ALCOHOL, PANTHENOL, STEARIC ACID, PALMITIC ACID, PROPANEDIOL, NIACINAMIDE, CARBOMER, FRAGRANCE / PARFUM, CAPRYLYL GLYCOL, TROMETHAMINE, DEXTRIN, ETHYLHEXYLGLYCERIN, DISODIUM EDTA, HYDROLYZED HYALURONIC ACID, BETA-GLUCAN, MYRISTIC ACID, ARACHIDIC ACID, LACTOBACILLUS FERMENT LYSATE, TOCOPHEROL, UNDARIA PINNATIFIDA EXTRACT    <img src='https://d3i908zd4kzakt.cloudfront.net/data/editor/2212/cfdbeceac3e90b550f691a47edbe8da6_1672296690_8351.jpg'><img src='https://d3i908zd4kzakt.cloudfront.net/data/editor/2212/cfdbeceac3e90b550f691a47edbe8da6_1672296691_1034.jpg'></p>""",,,,,False,Title,Null,,,,,,0,shopify,0,deny,manual,35.00,,,,,https://d3i908zd4kzakt.cloudfront.net/data/item/1672296642/thumb-7JuM7YSw7JeQ66mA7KCE00_405x405.jpg,,,False,,,,,,,,,,,,,,,,,,,,,,active
[laneige]-water-bank-blue-hyaluronic-cleansing-foam-150g,[Laneige] Water Bank Blue Hyaluronic Cleansing Foam 150g,"""<p>DescriptionCleansing foam that thoroughly washes off makeup residue and pore-clogging impurities with a bouncy and rich lather.The bouncy lather and cellulose beads wash off makeup residue in one go!This formula with moisturizing ingredients is great for daily use. How To UseTake an appropriate amount onto a palm, build up a lather using a small amount of water.Gently massage using both hands and rinse off with water.     <img src='https://d3i908zd4kzakt.cloudfront.net/data/editor/2212/c1675c208ec49554a31a08e58d7edd3f_1670989665_0322.jpg'><img src='https://d3i908zd4kzakt.cloudfront.net/data/editor/2212/c1675c208ec49554a31a08e58d7edd3f_1670989394_0347.jpg'></p>""",,,,,False,Title,Null,,,,,,0,shopify,0,deny,manual,25.00,,,,,https://d3i908zd4kzakt.cloudfront.net/data/item/1670988764/thumb-652864Sk7KaI7Y8_405x405.jpg,,,False,,,,,,,,,,,,,,,,,,,,,,active
[laneige]-water-bank-blue-hyaluronic-cleansing-oil-250g,[Laneige] Water Bank Blue Hyaluronic Cleansing Oil 250g,"""<p>DescriptionEmulsifying, pore care cleansing oil with a lightweight formula to clear away waterproof makeup as well as pore-clogging impurities without feeling sticky.Recommended for those who enjoy heavy makeup and for those who want to  simultaneously remove sebum and blackheads from their pores.  How To UseWith dry hands and face, take an adequate amount and massage the entire face for 30 seconds to cleanse. For areas with heavy makeup, take more oil and massage thoroughly.Lightly wet the hands with a small amount of water then massage the entire face once again until the oil turns white.Rinse off with clean water.    <img src='https://d3i908zd4kzakt.cloudfront.net/data/editor/2212/c1675c208ec49554a31a08e58d7edd3f_1670980597_1779.jpg'><img src='https://d3i908zd4kzakt.cloudfront.net/data/editor/2212/c1675c208ec49554a31a08e58d7edd3f_1670980597_6368.jpg'></p>""",,,,,False,Title,Null,,,,,,0,shopify,0,deny,manual,36.00,,,,,https://d3i908zd4kzakt.cloudfront.net/data/item/1670980224/thumb-652864Sk7KaI7Jy87Jy8_405x405.jpg,,,False,,,,,,,,,,,,,,,,,,,,,,active
[laneige]-radian-c-advanced-effector-150ml,[Laneige] Radian-C Advanced Effector 150ml,"""<p>DescriptionSuperberry Complex with Super Antioxidant + 3x Vitamin Mix 94%Get rid of exfoliating dead skin cells and immediately care for smooth skin textureIt works better with Radian Sea Cream. 3X Vitamin Mix (VITAMIN C + VITAMIN C DERIVATIVE + NIACINAMIDE) vitalizes and invigorates skin.Super Berry Complex provides 4 times the antioxidant power than that of vitamin C.Taurine manages an irregular turnover cycle to make your skin healthier.How To UseApply an appropriate amount to your face in the cream step.      <img src='https://lzd-img-global.slatic.net/g/shop/ccdb16dcba849cac6145b9c45824cce6.png_2200x2200q80.jpg_.webp'><img src='https://lzd-img-global.slatic.net/g/shop/990e7bfe73620e2658c0f9b8787e190a.png_2200x2200q80.jpg_.webp'><img src='https://lzd-img-global.slatic.net/g/shop/d6d5245135adaba9b12f43f9603c3807.png_2200x2200q80.jpg_.webp'></p>""",,,,,False,Title,Null,,,,,,0,shopify,0,deny,manual,45.00,,,,,https://d3i908zd4kzakt.cloudfront.net/data/item/1652425734/thumb-656Y65SU7Ja47JSo7IKs7KeE_405x405.jpg,,,False,,,,,,,,,,,,,,,,,,,,,,active
